=== Run information ===

Scheme:weka.clusterers.SimpleKMeans -N 10 -A "weka.core.EuclideanDistance -R first-last" -I 500 -S 10
Relation:     teste
Instances:    143
Attributes:   2500
[list of attributes omitted]
Test mode:evaluate on training data

=== Model and evaluation on training set ===


kMeans
======

Number of iterations: 6
Within cluster sum of squared errors: 5509.002083396647
Missing values globally replaced with mean/mode

Cluster centroids:
                         Cluster#
Attribute    Full Data          0          1          2          3          4          5          6          7          8          9
                 (143)       (15)       (19)        (4)        (1)        (7)       (26)        (1)       (47)       (21)        (2)
====================================================================================================================================
K0              0.1464     0.1673     0.1037     0.5625          0     0.1414     0.1962          0     0.0894     0.1867          0
K1              0.1668      0.246     0.0484       0.28       0.99          0     0.2446          0     0.1664     0.1405          0
K2              0.2964          0     0.4211     3.0325       0.99     0.4471     0.1527          0     0.1755     0.2333       0.51
K3              0.1226     0.2313     0.1632          0          0          0     0.2246          0     0.1089          0          0
K4              0.1715      0.316     0.1037          0          0     0.1414     0.1454          0     0.2115     0.1481          0
K5              0.1482     0.1487     0.1684      0.275          0          0     0.4892          0     0.0209     0.0457          0
K6              0.2638          0     0.0511     1.9675          0          0     0.9238          0     0.0415     0.0905       0.51
K7               0.242     0.4453          0      0.275          0          0     0.6042          0     0.0889       0.33          0
K8              0.1304     0.0667          0      0.275          0          0     0.4377          0     0.0453     0.1448          0
K9              0.1064          0       0.11      0.295          0          0     0.3427          0      0.043     0.0481          0
K10             0.1645          0     0.0479      0.825          0     0.2843     0.5231          0     0.0791          0          0
K11             0.0714          0     0.1042          0       0.99          0     0.1212          0     0.0215     0.1467          0
K12             0.0714          0     0.1042          0       0.99          0     0.1212          0     0.0215     0.1467          0
K13             0.1533          0     0.0563       0.87       0.99          0     0.3665          0      0.083     0.1405          0
K14             0.3124          0          0     0.5625          0          0     1.3277          0     0.1026     0.1471          0
K15             0.1813      0.082     0.1126          0          0          0     0.5208          0     0.1294       0.14          0
K16             0.1709          0     0.1126          0          0          0     0.4731          0     0.1311     0.1829          0
K17              0.259     0.3047     0.2132          0          0     0.3629     0.4673          0     0.2706     0.0481          0
K18             0.1746          0     0.1137     0.5625          0          0     0.2012          0      0.153     0.3876          0
K19             0.1958          0     0.1137     0.5625          0          0     0.1562          0     0.2834     0.2957          0
K20             0.1768          0     0.1137       0.28          0          0     0.0762          0     0.2717     0.3452          0
K21             0.1746          0     0.1137     0.5625          0          0     0.2012          0      0.153     0.3876          0
K22             0.2272     0.3047     0.1616          0          0     0.3629       0.33          0     0.2706     0.0481          0
K23             0.1527          0     0.2137          0          0     0.3629      0.285          0     0.0828     0.1871          0
K24             0.0821          0     0.0511          0       0.99          0     0.1627          0     0.0553     0.1405          0
K25             0.0941      0.082     0.0963          0          0          0     0.2365          0     0.0904          0          0
K26             0.1683          0     0.0511          0          0     0.1414     0.6954          0     0.0253     0.1352          0
K27             0.1589          0          0      0.275          0     0.1414     0.4142          0     0.1885     0.0476          0
K28             0.0148          0          0          0          0          0     0.0812          0          0          0          0
K29              0.192      0.082     0.0537          0          0          0     0.7169          0       0.12     0.0438          0
K30             0.2052      0.082     0.0537          0          0          0     0.7169          0     0.1602     0.0438          0
K31             0.1801     0.0667     0.2811          0          0     0.2857     0.4723          0     0.0696     0.0886          0
K32             0.2065          0     0.0537          0          0          0     0.7627          0     0.1651     0.0438          0
K33             0.1453          0     0.0979          0          0          0     0.4892          0     0.1102     0.0486          0
K34             0.2364      0.082     0.2195          0          0          0       0.87          0     0.0619     0.1371          0
K35             0.2453      0.082     0.2195          0          0          0       0.87          0     0.0889     0.1371          0
K36             0.1633          0     0.2247          0          0          0     0.6235          0     0.0611          0          0
K37             0.1049          0     0.1011     1.9675          0          0      0.115          0     0.0472          0          0
K38             0.1578          0     0.2247          0          0          0     0.4773          0     0.1253          0          0
K39             0.1633          0     0.2247          0          0          0     0.6235          0     0.0611          0          0
K40             0.1895          0     0.2763          0          0          0     0.5773          0     0.0632     0.1843          0
K41             0.1153          0     0.0563          0          0          0     0.3265          0     0.1087     0.0867          0
K42             0.3217     0.1487     0.1532          0       0.99     0.1429     0.9615          0     0.2545     0.0914          0
K43             0.1938          0     0.0537      0.275       2.98     0.1414     0.1185          0     0.1883     0.4614          0
K44             0.1878      0.164     0.1126          0          0          0     0.7454          0     0.0204     0.0914          0
K45             0.0938          0     0.0479          0       1.99          0     0.1804          0     0.0411     0.1367       0.51
K46             0.2729          0     0.3547          0          0          0     0.8946          0     0.0864     0.2367          0
K47             0.1543          0          0     3.3275          0     0.1429     0.0785          0     0.0553     0.1486          0
K48             0.2461          0     0.4595       0.28       0.99          0      0.535          0     0.1136     0.2429          0
K49             0.1069          0     0.2084      0.295       0.99          0     0.2388          0     0.0209     0.0938          0
K50             0.1043     0.2273     0.3537          0          0          0     0.0362          0     0.0594     0.0505          0
K51             0.1189          0       0.37      0.295          0          0     0.1458          0     0.1064          0          0
K52             0.0997          0       0.37      0.295          0          0       0.04          0     0.1064          0          0
K53             0.0997          0       0.37      0.295          0          0       0.04          0     0.1064          0          0
K54             0.1797          0     0.1495      0.275          0          0     0.2235          0     0.0609          0       6.54
K55             0.1331          0     0.2121       0.28          0     0.1414     0.0688          0     0.1521     0.1886          0
K56             0.1129          0     0.2121          0          0     0.1414     0.0377          0     0.1521     0.1429          0
K57             0.1153          0     0.0511          0          0     0.1414     0.1515          0     0.0215     0.0476       4.29
K58             0.1324          0     0.1526          0          0     0.2829     0.0773          0     0.1638     0.0962      1.165
K59             0.1614          0     0.1016          0          0     0.3057     0.1473          0     0.2406     0.1357       0.51
K60             0.0138          0          0          0          0          0          0          0     0.0419          0          0
K61             0.0138          0          0          0          0          0          0          0     0.0419          0          0
K62              0.032          0          0          0          0     0.1429          0          0     0.0566     0.0438          0
K63             0.2327          0     0.4526          0          0          0     0.1446          0     0.0398      0.049       9.01
K64             0.2203          0     0.3016      0.275          0          0     0.1446          0     0.0398      0.049       9.01
K65              0.062          0     0.2095          0          0     0.2957          0          0          0     0.1343          0
K66             0.1136      0.082          0          0          0          0     0.3377          0     0.1111     0.0481          0
K67             0.1432      0.082          0      0.555          0          0     0.3377          0     0.1326     0.0962          0
K68             0.0901          0     0.1005          0          0          0     0.3473          0          0     0.0443       0.51
K69             0.0825          0     0.2542          0          0          0     0.0715          0     0.0398     0.0919      0.655
K70             0.0957     0.0667     0.3063          0          0          0     0.1112          0     0.0566          0      0.655
K71             0.0831          0     0.1005          0          0          0     0.3088          0          0     0.0443       0.51
K72             0.0759          0     0.2542          0          0          0     0.0354          0     0.0398     0.0919      0.655
K73             0.1445          0     0.3153      0.275          0     0.1414     0.1477          0          0          0      4.375
K74             0.1389          0     0.3153      0.275          0     0.1414     0.1165          0          0          0      4.375
K75             0.0564          0     0.1011          0          0          0     0.1969          0          0          0       0.51
K76             0.1011     0.1467     0.0511          0          0     0.1429          0          0     0.1328     0.1929          0
K77             0.1547      0.292     0.0511          0          0     0.1429     0.0458          0     0.2043     0.2371          0
K78             0.1011     0.1467     0.0511          0          0     0.1429          0          0     0.1328     0.1929          0
K79             0.1267          0     0.2974          0          0          0     0.0312          0     0.0215     0.0905      4.375
K80              0.114          0     0.2016          0          0          0     0.0312          0     0.0215     0.0905      4.375
K81             0.0897          0     0.2558          0          0          0     0.2692          0     0.0206          0          0
K82             0.1043          0     0.4642          0          0          0     0.1192          0     0.0636          0          0
K83              0.097          0     0.4642          0          0          0     0.0792          0     0.0636          0          0
K84             0.0144          0       0.05          0          0          0          0          0     0.0236          0          0
K85             0.0753          0     0.3168          0          0          0     0.1473          0          0     0.0438          0
K86             0.1543          0       0.15          0          0          0     0.2265          0     0.0609          0       5.23
K87             0.0756          0     0.2095          0          0          0     0.2273          0          0     0.0438          0
K88             0.1543          0       0.15          0          0          0     0.2265          0     0.0609          0       5.23
K89             0.0756          0     0.2095          0          0          0     0.2273          0          0     0.0438          0
K90             0.1155          0     0.2511          0          0          0     0.1454          0     0.0434     0.2819          0
K91             0.0757          0     0.1021          0          0          0     0.1542          0     0.0845     0.0429          0
K92             0.0408     0.0673     0.1021          0          0          0     0.0392          0          0      0.089          0
K93             0.1431          0     0.1521          0       0.99          0     0.3462          0     0.0204     0.0448       2.84
K94             0.0918          0     0.2532          0          0          0     0.1096          0     0.0196     0.0919       1.31
K95             0.0678          0     0.1521          0          0          0     0.1862          0          0     0.0448       0.51
K96             0.0459          0     0.1011          0          0          0     0.1146          0     0.0353          0          0
K97             0.0813          0       0.16      0.295          0          0     0.0681          0       0.08     0.0895          0
K98             0.1157     0.0793     0.3511          0          0          0     0.1096          0     0.0438     0.1795          0
K99             0.0737          0     0.1026      0.295          0          0     0.0681          0       0.08     0.0895          0
K100            0.1972          0     0.1042      0.295          0     0.3243     0.4442          0     0.1357     0.2305          0
K101            0.0467          0          0          0          0     0.1429     0.1073          0     0.0615          0          0
K102            0.0994     0.1453     0.2037          0          0          0     0.0908          0     0.1038     0.0443          0
K103            0.1111          0          0          0          0          0     0.1869          0     0.1513     0.1867          0
K104            0.0543          0          0          0          0          0     0.1012          0     0.0896     0.0438          0
K105            0.0826          0     0.0526          0          0     0.1429     0.0758          0     0.1049     0.1386          0
K106            0.1011     0.0853     0.1042          0          0     0.2857     0.1181          0     0.1104     0.0448          0
K107            0.0916     0.0667     0.0963          0          0     0.3243     0.0858          0     0.0385     0.1886          0
K108            0.1102          0     0.2516          0          0          0     0.0781          0     0.0862     0.2333          0
K109            0.0773          0     0.1079          0       1.99     0.1414     0.0369          0     0.1079          0          0
K110            0.1772     0.2173     0.0963          0          0     0.4657     0.0765          0     0.1902     0.2886          0
K111             0.151          0     0.1153          0          0          0     0.1112          0     0.3313     0.0448          0
K112             0.095     0.0733     0.0526      0.295          0       0.15     0.1288          0     0.0447     0.1814          0
K113            0.1291          0     0.1726          0          0          0     0.1112          0     0.2415     0.0448          0
K114            0.1424          0     0.1726          0          0          0     0.1492          0     0.2609     0.0448          0
K115             0.221          0     0.2305          0          0          0     0.1473          0     0.4343     0.1419          0
K116            0.1233          0     0.1505       0.28          0          0     0.2842          0     0.0553     0.1743          0
K117            0.1562          0     0.1063          0          0          0     0.1969          0     0.3232          0          0
K118            0.2226     0.0667     0.6332          0          0     0.1429     0.0731          0     0.2745     0.1429          0
K119            0.0963          0     0.1042      0.275          0     0.1457     0.0362          0     0.1028     0.1857          0
K120            0.2152          0     0.3732          0          0          0     0.1915          0     0.3513     0.1043          0
K121            0.1994          0     0.2611          0          0     0.1629     0.0873          0     0.1962     0.4714       0.51
K122            0.2725     0.0727     0.1563          0          0     0.4671     0.0746          0     0.5674     0.1443          0
K123            0.0838          0     0.1032          0          0          0     0.0815          0     0.1681          0          0
K124            0.1252          0     0.0984          0          0          0     0.1419          0     0.2028     0.1343          0
K125            0.0969          0     0.1032          0          0          0     0.0815          0     0.2079          0          0
K126            0.1069          0     0.0505          0          0          0     0.0746          0      0.173     0.2024          0
K127            0.0829      0.206     0.0984          0          0          0     0.0362          0     0.1026     0.0543          0
K128            0.1933          0          0          0       0.99          0     0.7108          0     0.1106     0.1414          0
K129            0.1219          0          0          0       0.99          0        0.4          0     0.1074     0.0471          0
K130            0.2078     0.2127     0.1068      0.295          0     0.5671     0.0746          0      0.163     0.4643          0
K131            0.1348     0.0727     0.1537          0          0     0.1429     0.0742          0     0.1315     0.2933          0
K132            0.1541     0.0813     0.0505       0.28          0     0.2957     0.2215          0     0.1885     0.0971          0
K133             0.062          0     0.0458          0          0          0     0.0415          0     0.1043     0.0962          0
K134            0.0893          0     0.0484     1.1775          0          0     0.0408          0     0.0611     0.1043       0.51
K135            0.0899          0     0.1668          0          0     0.1429     0.1438          0     0.0615     0.0981          0
K136            0.0867          0          0          0          0          0     0.1454          0     0.1423     0.0919          0
K137            0.0996       0.14     0.1137          0          0     0.1414     0.0731          0     0.0604     0.2024          0
K138            0.1238          0          0          0          0          0     0.1196          0     0.2496     0.1362          0
K139            0.1412          0          0          0          0          0     0.1196          0     0.2819     0.1824          0
K140            0.1412          0          0          0          0          0     0.1196          0     0.2819     0.1824          0
K141             0.115          0     0.0516          0          0          0     0.1381          0     0.2113     0.0929          0
K142            0.1918          0     0.3142          0       0.99          0     0.2392          0     0.2149     0.1976          0
K143            0.1716          0     0.1647          0       0.99          0     0.2392          0     0.1904       0.25          0
K144            0.0974          0     0.1521          0          0          0     0.0762          0     0.1928          0          0
K145            0.0645          0     0.0458          0          0          0     0.2081          0     0.0413     0.0481          0
K146            0.1576          0     0.1053       0.28          0          0     0.1812          0     0.2287     0.1886          0
K147            0.0264          0     0.1016          0          0          0     0.0362          0     0.0191          0          0
K148             0.074          0     0.1626          0          0          0     0.0873          0     0.0443     0.0524       1.02
K149            0.1707     0.1467     0.4047          0          0     0.4257     0.1481          0     0.1426     0.0471          0
K150            0.2259     0.2607     0.0479          0          0          0      0.215          0     0.4226     0.0971          0
K151            0.3222     2.1447     0.1542          0          0          0     0.1185          0     0.1077     0.1348          0
K152            0.2129     1.6973     0.0505          0          0          0          0          0     0.0194     0.0995       0.51
K153            0.1669     0.0733     0.0516          0          0     0.8843     0.2904          0     0.1068     0.0952       0.51
K154            0.1501     0.0847     0.1537          0          0          0     0.3019          0     0.0891      0.249          0
K155            0.0641     0.2447          0          0          0          0     0.1404          0          0     0.0876          0
K156            0.1501     0.0847     0.1537          0          0          0     0.3019          0     0.0891      0.249          0
K157            0.1669     0.0733     0.0516          0          0     0.8843     0.2904          0     0.1068     0.0952       0.51
K158            0.2229      0.838     0.1058       0.28          0     0.1414     0.1181          0     0.2579          0          0
K159            0.2622     1.1193     0.2516          0          0          0     0.1131          0     0.2545     0.0486          0
K160            0.2063     0.3973     0.1089          0          0          0     0.1604          0      0.347     0.0471          0
K161            0.1971      0.168     0.0526          0          0     0.2957       0.16          0     0.3702      0.049          0
K162            0.1215      0.572          0          0          0     0.1414     0.1108          0     0.0834     0.0481          0
K163            0.3437     1.5507     0.2995          0          0     0.4371     0.1173          0     0.2155       0.14       0.51
K164            0.2485     1.5793     0.0958          0          0          0     0.0858          0     0.1426     0.0519          0
K165            0.1955     0.1347     0.1489          0       0.99          0     0.5092          0     0.0504     0.1848       1.31
K166            0.1261       0.26       0.05          0          0          0     0.0735          0     0.2398          0          0
K167            0.3315      0.388       0.25          0          0     0.3243     0.1481          0     0.5451     0.2424          0
K168            0.2506     1.3053     0.0558          0          0     0.1414     0.1858          0     0.0981     0.2267          0
K169            0.2534     1.9407     0.1032          0          0          0       0.04          0      0.044      0.049       0.51
K170             0.148     0.1647          0          0          0     0.1414     0.1785          0     0.1255     0.2443       1.02
K171            0.0609          0     0.0516          0          0          0     0.0496          0      0.137          0          0
K172            0.1139     0.4347          0       0.28          0          0     0.0858          0     0.0511     0.1914          0
K173             0.365     2.1507     0.2532          0          0     0.1414     0.1262          0     0.1904      0.091          0
K174            0.1804     0.9787       0.05          0          0     0.4357     0.0808          0     0.0834     0.0524          0
K175            0.2127     0.8427     0.0958          0          0          0     0.1069          0     0.2587     0.0486          0
K176            0.2048     0.2567     0.1479          0          0          0     0.1712          0     0.3255     0.1371          0
K177            0.1415     0.7347          0          0          0          0     0.0496          0     0.0868     0.1829          0
K178            0.1343     0.7347          0          0          0     0.1414     0.0496          0     0.0638     0.1381          0
K179            0.1487     0.7347          0          0          0     0.1414     0.0496          0     0.1079     0.1381          0
K180             0.013          0       0.05          0          0          0          0          0     0.0194          0          0
K181            0.1071     0.0853          0          0          0     0.1414     0.0396          0      0.234          0       0.51
K182            0.0852     0.0853     0.1063          0          0          0       0.15          0     0.0421     0.1429          0
K183            0.0889     0.2513     0.0574       0.28          0     0.1414     0.0354          0      0.083     0.0438          0
K184            0.1362          0     0.2989          0          0          0          0          0     0.2934          0          0
K185            0.1309          0     0.2989          0          0          0          0          0     0.2774          0          0
K186            0.1155     0.0813     0.1553          0          0          0     0.0708          0        0.2     0.0524          0
K187            0.1238     0.0813     0.1553          0          0          0     0.1165          0        0.2     0.0524          0
K188            0.0843     0.0813     0.0979          0          0          0     0.0346          0     0.1485     0.0524          0
K189            0.1974     1.0013     0.0458          0          0          0      0.085          0     0.0934     0.2733          0
K190            0.1563     0.2447          0          0          0     0.1429     0.0823          0     0.2691     0.1376          0
K191            0.1956     0.7127       0.05          0          0     0.2857     0.0754          0     0.2232     0.0895          0
K192            0.1664       1.46          0          0          0          0     0.0362          0     0.0204          0          0
K193            0.0609          0     0.1079          0          0          0     0.0362          0     0.1217          0          0
K194            0.2329      0.214     0.1021          0          0     0.2957     0.5688          0     0.1057       0.19      1.165
K195            0.1203     0.4473     0.0937          0          0          0          0          0     0.1638     0.0486          0
K196            0.1525     0.1593     0.0484          0          0     0.2957     0.1092          0     0.2438     0.1014          0
K197            0.1208     0.0893     0.1642          0          0     0.2957     0.2481          0     0.0706     0.0462          0
K198            0.1569     0.6993     0.0516          0          0     0.1414     0.0754          0      0.127     0.0971          0
K199             0.061      0.518          0          0          0          0          0          0     0.0204          0          0
K200            0.0434          0     0.0537          0          0          0          0       1.24     0.0613     0.0505          0
K201            0.1422     0.0673     0.2079          0          0     0.2829     0.3038          0     0.0206     0.2157          0
K202             0.161          0     0.1063          0          0          0     0.5546          0     0.0215     0.2652          0
K203            0.0924          0     0.1021          0          0          0     0.2846          0     0.0415     0.0914          0
K204            0.1601          0     0.1063          0          0          0     0.4704          0     0.0419     0.3176          0
K205            0.0832          0     0.0979          0          0          0     0.0685          0     0.0423       0.25       0.51
K206               0.3     0.2873     0.2632          0          0     0.8843     0.3346       2.47     0.1266     0.4895          0
K207            0.1151          0          0      0.295          0          0      0.105       2.47     0.1313     0.1862          0
K208            0.1375          0     0.0995          0          0     0.8714     0.0369       3.71          0     0.2362       1.02
K209             0.124          0     0.2305          0          0     0.1414     0.1735          0     0.1249     0.0457       0.51
K210            0.0544          0     0.2058          0          0     0.2829     0.0369          0          0     0.0443          0
K211            0.1847          0     0.0563          0          0     0.4243     0.0812       2.47      0.084      0.659          0
K212            0.1903          0     0.0563          0          0     0.4243     0.1123       2.47      0.084      0.659          0
K213                 0          0          0          0          0          0          0          0          0          0          0
K214            0.1201          0     0.1689      0.275       1.99     0.1629     0.0312       3.71     0.0913     0.0438          0
K215            0.1092          0     0.1537          0          0          0     0.2469       1.24     0.0466     0.1352          0
K216            0.1039          0     0.2811          0       0.99          0     0.0708       1.24     0.0713        0.1          0
K217             0.111     0.1347     0.2153          0          0          0     0.1462       1.24     0.0415     0.1319          0
K218             0.149          0     0.3111          0       0.99     0.5871     0.0696       3.71      0.063     0.0867          0
K219            0.1727      0.212     0.1574          0       0.99          0     0.0712       1.24     0.1332     0.3895          0
K220            0.2491      0.374     0.2084          0          0     2.0614     0.1819       1.24     0.1202          0          0
